camera_id,camera_name,camera_route,candidate_rank,score,candidate_name,candidate_roadway,candidate_direction,candidate_lat,candidate_lon
7641,IH10 @ FM3247,IH10,5,0.732,IH 10 at Rim,IH-10,West,29.618534,-98.607144
7642,IH10 @ Adams Bayou,IH10,1,0.793,IH-10 @ Missouri,IH-10,West,31.764388,-106.486861
7642,IH10 @ Adams Bayou,IH10,2,0.771,IH-10 @ Yarbrough,IH-10,East,31.752638,-106.345722
7642,IH10 @ Adams Bayou,IH10,3,0.765,IH-10 @ Airway,IH-10,East,31.778861,-106.393694
7642,IH10 @ Adams Bayou,IH10,4,0.765,IH-10 @ Asarco,IH-10,West,31.777834,-106.516675
7642,IH10 @ Adams Bayou,IH10,5,0.765,IH-10 @ Kansas,IH-10,West,31.763815,-106.488954
7643,IH10 @ Airport Rd,IH10,1,0.817,IH-10 @ Artcraft,IH-10,West,31.882975,-106.581439
7643,IH10 @ Airport Rd,IH10,2,0.79,IH-10 @ Airway,IH-10,East,31.778861,-106.393694
7643,IH10 @ Airport Rd,IH10,3,0.79,IH-10 @ Asarco,IH-10,West,31.777834,-106.516675
7643,IH10 @ Airport Rd,IH10,4,0.775,IH-10 @ Porifirio Diaz,IH-10,East,31.758705,-106.498512
7643,IH10 @ Airport Rd,IH10,5,0.765,IH-10 @ Harnose,IH-10,West,31.668079,-106.246433
7644,IH10 @ Kid Gully,IH10,1,0.765,IH-10 @ Landfill,IH-10,West,31.938074,-106.582573
7644,IH10 @ Kid Gully,IH10,2,0.733,IH-10 @ Airway,IH-10,East,31.778861,-106.393694
7644,IH10 @ Kid Gully,IH10,3,0.721,I-10 @ Montecillo,IH-10,East,31.804369,-106.521656
7644,IH10 @ Kid Gully,IH10,4,0.71,IH-10 @ Hawkins,IH-10,East,31.771138,-106.377
7644,IH10 @ Kid Gully,IH10,5,0.71,IH-10 @ Piedras,IH-10,West,31.778111,-106.463777
7645,IH10 @ North Fork,IH10,1,0.765,IH-10 @ Horizon,IH-10,West,31.660607,-106.240088
7645,IH10 @ North Fork,IH10,2,0.743,IH 10 at Ralph Fair,IH-10,West,29.676531,-98.635554
7645,IH10 @ North Fork,IH10,3,0.743,IH 10 at Ralph Fair,IH-10,West,29.676531,-98.635554
7645,IH10 @ North Fork,IH10,4,0.743,IH-10 @ Artcraft,IH-10,West,31.882975,-106.581439
7645,IH10 @ North Fork,IH10,5,0.713,IH-10 @ Porifirio Diaz,IH-10,East,31.758705,-106.498512
7646,IH10 @ Jones Gully,IH10,1,0.817,I-10 @ Montecillo,IH-10,East,31.804369,-106.521656
7646,IH10 @ Jones Gully,IH10,2,0.771,IH-10 @  Joe Battle,IH-10,West,31.705849,-106.289065
7646,IH10 @ Jones Gully,IH10,3,0.745,IH 10 at Boerne Stage,IH-10,East,29.666016,-98.632121
7646,IH10 @ Jones Gully,IH10,4,0.745,IH 10 at Boerne Stage,IH-10,East,29.666016,-98.632121
7646,IH10 @ Jones Gully,IH10,5,0.743,IH-10 @ Osborne,IH-10,East,31.830827,-106.565111
7647,IH10 @ Rush Ditch,IH10,1,0.817,I-10 @ Rubin,IH-10,West,31.809624,-106.531504
7647,IH10 @ Rush Ditch,IH10,2,0.765,I-10 @ RV Drive,IH-10,West,31.700619,-106.282847
7647,IH10 @ Rush Ditch,IH10,3,0.759,IH-10 @ Redd,IH-10,West,31.8631,-106.576859
7647,IH10 @ Rush Ditch,IH10,4,0.743,IH-10 @ Artcraft,IH-10,West,31.882975,-106.581439
7647,IH10 @ Rush Ditch,IH10,5,0.743,IH-10 @ Prospect,IH-10,East,31.76046,-106.493709
7648,IH10 @ Pevitot Gully,IH10,1,0.793,IH-10 @ Vinton,IH-10,West,31.9576,-106.582186
7648,IH10 @ Pevitot Gully,IH10,2,0.731,IH-10 @  Joe Battle,IH-10,West,31.705849,-106.289065
7648,IH10 @ Pevitot Gully,IH10,3,0.713,I-10 @ Buena Vista,IH-10,West,31.809232,-106.53007
7648,IH10 @ Pevitot Gully,IH10,4,0.713,I-10 @ Montecillo,IH-10,East,31.804369,-106.521656
7648,IH10 @ Pevitot Gully,IH10,5,0.713,IH-10 @ Lee Trevino,IH-10,East,31.739888,-106.325499
7657,PR22 @ HUMBLE CHANNEL,PR22,1,0.75,Humble Channel IP Camera,PR22,East,27.65815,-97.26204
7669,IH37 (SB) @ SH358 (INTERCHANGE),IH37,1,0.756,IH37 @ SH358,IH37,South,27.803922,-97.46636
7669,IH37 (SB) @ SH358 (INTERCHANGE),IH37,2,0.714,IH 37 at Cesar Chavez,IH-37,South,29.415343,-98.481048
7669,IH37 (SB) @ SH358 (INTERCHANGE),IH37,3,0.714,IH 37 at Cesar Chavez,IH-37,South,29.415343,-98.481048
7669,IH37 (SB) @ SH358 (INTERCHANGE),IH37,4,0.695,IH 37 @ SH 359,IH37,South,28.11319,-97.81866
7669,IH37 (SB) @ SH358 (INTERCHANGE),IH37,5,0.695,IH37 @ Southern Minerals,IH37,South,27.810418,-97.502229
7673,SH361(NB)(S) OF NEWPORT GOLF,SH361,1,0.821,SH361 at New Port Golf,,,3223300.968647054,-10808111.77505046
7673,SH361(NB)(S) OF NEWPORT GOLF,SH361,2,0.55,SH121 @ NB Stone Myers Exit,,,3881257.1240453916,-10809002.998893747
7673,SH361(NB)(S) OF NEWPORT GOLF,SH361,3,0.55,SH199 @ N.Stewart,,,3880930.067590861,-10858166.47276616
7673,SH361(NB)(S) OF NEWPORT GOLF,SH361,4,0.55,SH121 @ NB Stone Myers Exit,,,3881257.1240453916,-10809002.998893747
7673,SH361(NB)(S) OF NEWPORT GOLF,SH361,5,0.55,SH199 @ N.Stewart,,,3880930.067590861,-10858166.47276616
7693,US77 @ (S) OF ODEM,US77,1,0.817,US77 @ FM624,US77,North,27.855685,-97.630425
7693,US77 @ (S) OF ODEM,US77,2,0.817,US77 @ FM892,US77,North,27.77644,-97.6682
7693,US77 @ (S) OF ODEM,US77,3,0.767,US77 Near Odem IP,US77,North,27.91948,-97.61455
7693,US77 @ (S) OF ODEM,US77,4,0.714,US-77 @ Newland South - Waco,US-77,South,31.48928,-97.122048
7693,US77 @ (S) OF ODEM,US77,5,0.672,US77 @ CR48,US77,North,27.83435,-97.63365
7707,US181 (SB) @ BEACH ST.,US181,1,0.721,US181 @ Moore,US181,South,27.873037,-97.33076
7707,US181 (SB) @ BEACH ST.,US181,2,0.681,US181 @ Causeway,US181,North,27.835207,-97.381671
7707,US181 (SB) @ BEACH ST.,US181,3,0.624,US181 @ IH37-Harbor Bridge,US181,South,27.80176,-97.39718
7712,US181 (SB) @ IH37 (BELTON),US181,1,0.75,US181 @ IH37-Harbor Bridge,US181,South,27.80176,-97.39718
7712,US181 (SB) @ IH37 (BELTON),US181,2,0.683,US181 @ Moore,US181,South,27.873037,-97.33076
7712,US181 (SB) @ IH37 (BELTON),US181,3,0.585,US181 @ Causeway,US181,North,27.835207,-97.381671
7729,IH10 @ MM 255,IH10,1,0.782,IH-10 @ Mesa,IH-10,West,31.839041,-106.570215
7729,IH10 @ MM 255,IH10,2,0.767,IH 10 at Rim,IH-10,West,29.618534,-98.607144
7729,IH10 @ MM 255,IH10,3,0.767,IH 10 at IH 35,IH-10,West,29.396287,-98.505896
7729,IH10 @ MM 255,IH10,4,0.767,IH 10 at Rim,IH-10,West,29.618534,-98.607144
7729,IH10 @ MM 255,IH10,5,0.767,IH 10 at IH 35,IH-10,West,29.396287,-98.505896
7731,IH20 @ Cotton Flat ,IH20,1,0.771,IH20 @ South Polk,IH20,East,32.642381,-96.840252
7731,IH20 @ Cotton Flat ,IH20,2,0.765,IH20 @ Cooper,IH-20,East,32.674899,-97.134483
7731,IH20 @ Cotton Flat ,IH20,3,0.75,IH20 @ Little Road,IH-20,East,32.670599,-97.207175
7731,IH20 @ Cotton Flat ,IH20,4,0.743,IH20 @ Hampton,IH20,East,32.644323,-96.85016
7731,IH20 @ Cotton Flat ,IH20,5,0.743,IH20 @ Collins,IH-20,East,32.678028,-97.092059
7732,IH20 @ CR2150 (MM 155),IH20,1,0.743,IH 20 at LP 250-01,IH20,East,31.94965,-102.142679
7732,IH20 @ CR2150 (MM 155),IH20,2,0.74,IH 20 at IH 10-1,IH20,West,31.099099,-104.047908
7732,IH20 @ CR2150 (MM 155),IH20,3,0.721,IH20 @ Spur 557,IH20,East,32.714598,-96.308872
7732,IH20 @ CR2150 (MM 155),IH20,4,0.71,IH20 @ IH820,IH-20,West,32.669081,-97.231861
7732,IH20 @ CR2150 (MM 155),IH20,5,0.702,IH20 @ US175 S.W. 1,IH20,East,32.688969,-96.63466
7734,IH20 @ FM1208 (Byron Rd.),IH20,1,0.793,IH20 @ FM148,IH20,East,32.715382,-96.325544
7734,IH20 @ FM1208 (Byron Rd.),IH20,2,0.771,IH20 @ FM2578,IH20,East,32.707321,-96.288103
7734,IH20 @ FM1208 (Byron Rd.),IH20,3,0.771,IH20 @ FM1187,IH-20,West,32.729467,-97.600206
7734,IH20 @ FM1208 (Byron Rd.),IH20,4,0.771,IH20 @ FM1189,IH-20,East,32.701495,-97.960263
7734,IH20 @ FM1208 (Byron Rd.),IH20,5,0.761,IH20 @ FM108 (Snapshot),IH-20,West,32.508525,-98.431509
7755,IH20 @ West LP250 (MM 131),IH20,1,0.81,IH 20 at LP 250-01,IH20,East,31.94965,-102.142679
7755,IH20 @ West LP250 (MM 131),IH20,2,0.795,IH 20 at LP 250-04,IH20,West,31.94959,-102.14269
7755,IH20 @ West LP250 (MM 131),IH20,3,0.752,IH20 @ US281,IH-20,West,32.609699,-98.11097
7755,IH20 @ West LP250 (MM 131),IH20,4,0.733,IH20 @ FM1187,IH-20,West,32.729467,-97.600206
7755,IH20 @ West LP250 (MM 131),IH20,5,0.731,IH20 @ FM4 West,IH-20,East,32.568515,-98.206443
7756,IH20 @ West LP338 (EB),IH20,1,0.817,IH20 @ Westcreek,IH-20,East,32.670856,-97.366498
7756,IH20 @ West LP338 (EB),IH20,2,0.797,IH20 @ Spur 408 West EB,IH20,East,32.668822,-96.955461
7756,IH20 @ West LP338 (EB),IH20,3,0.793,IH20 @ FM4 West,IH-20,East,32.568515,-98.206443
7756,IH20 @ West LP338 (EB),IH20,4,0.787,IH 20 at LP 338 East-12,IH20,East,31.86127,-102.30889
7756,IH20 @ West LP338 (EB),IH20,5,0.771,IH20 @ Belt Line,IH20,East,32.672674,-96.985596
7757,IH20 @ West LP338 (WB),IH20,1,0.797,IH20 @ Spur 408 West WB,IH20,East,32.672769,-96.95872
7757,IH20 @ West LP338 (WB),IH20,2,0.793,IH20 @ FM4 West,IH-20,East,32.568515,-98.206443
7757,IH20 @ West LP338 (WB),IH20,3,0.756,IH20 @ Westmoreland,IH20,East,32.656543,-96.883841
7757,IH20 @ West LP338 (WB),IH20,4,0.75,IH20 @ Wheatland,IH20,East,32.647272,-96.862407
7757,IH20 @ West LP338 (WB),IH20,5,0.75,IH20 @ Westcreek,IH-20,East,32.670856,-97.366498
7758,LP250 @ CR1140,LP250,1,0.839,ODA-LP 250 at CR 1140-20,,,3769929.1494000033,-11355699.8087
7758,LP250 @ CR1140,LP250,2,0.692,LP20 @ Spur 400,,,3188192.5529007474,-11070587.549612282
7758,LP250 @ CR1140,LP250,3,0.692,ABL-IH20 @ CR102,,,3820576.9771,-11089762.2206
7758,LP250 @ CR1140,LP250,4,0.692,LP20 @ Spur 400,,,3188192.5529007474,-11070587.549612282
7758,LP250 @ CR1140,LP250,5,0.692,LP20 @ Spur 400,LP20,East,27.51683,-99.44878
7759,LP250 @ CR60,LP250,1,0.815,ODA-LP 250 at CR 60-18,,,3770848.6805000007,-11357897.3667
7759,LP250 @ CR60,LP250,2,0.69,ODA-LP 250 at CR 1140-20,,,3769929.1494000033,-11355699.8087
7759,LP250 @ CR60,LP250,3,0.667,LP20 @ Spur 400,,,3188192.5529007474,-11070587.549612282
7759,LP250 @ CR60,LP250,4,0.667,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
7759,LP250 @ CR60,LP250,5,0.667,LP 250 at Tremont-02,,,3765336.0935932873,-11372209.045750549
7762,LP250 West @ IH20 (NB),LP250,1,0.791,LP 250 West-05,,,3757012.841096521,-11370743.079376291
7762,LP250 West @ IH20 (NB),LP250,2,0.791,LP 250 West-05,,,3757012.841096521,-11370743.079376291
7762,LP250 West @ IH20 (NB),LP250,3,0.741,LP 250 West-05,LP250West,South,31.95201,-102.145123
7762,LP250 West @ IH20 (NB),LP250,4,0.69,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
7762,LP250 West @ IH20 (NB),LP250,5,0.69,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
7763,LP250 West @ IH20 (SB),LP250,1,0.791,LP 250 West-05,,,3757012.841096521,-11370743.079376291
7763,LP250 West @ IH20 (SB),LP250,2,0.791,LP 250 West-05,,,3757012.841096521,-11370743.079376291
7763,LP250 West @ IH20 (SB),LP250,3,0.741,LP 250 West-05,LP250West,South,31.95201,-102.145123
7763,LP250 West @ IH20 (SB),LP250,4,0.69,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
7763,LP250 West @ IH20 (SB),LP250,5,0.69,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
7764,SH191 @ FM1788 North,SH191,1,0.793,SH161 @ SH183 North,,,3874126.9185474794,-10799910.534205241
7764,SH191 @ FM1788 North,SH191,2,0.793,SH161 @ SH183 North,,,3874126.9185474794,-10799910.534205241
7764,SH191 @ FM1788 North,SH191,3,0.793,SH161 @ SH183 North,SH161,North,32.84031,-97.017247
7764,SH191 @ FM1788 North,SH191,4,0.738,SH-249 @ FM 1488 (N),,,3532655.400151294,-10656698.343258169
7764,SH191 @ FM1788 North,SH191,5,0.738,SH-249 @ FM 1488 (N),,,3532655.400151294,-10656698.343258169
7765,SH191 @ FM1788 West,SH191,1,0.733,SH171 @ FM1884,,,3860678.25,-10886774.8027
7765,SH191 @ FM1788 West,SH191,2,0.71,SH-249 @ FM 1488 (S),,,3531554.2926682094,-10655520.249087103
7765,SH191 @ FM1788 West,SH191,3,0.71,SH-249 @ FM 1488 (S),,,3531554.2926682094,-10655520.249087103
7765,SH191 @ FM1788 West,SH191,4,0.697,SH114 @ Loop 12 West,,,3875192.6159027442,-10788509.080638705
7765,SH191 @ FM1788 West,SH191,5,0.697,SH114 @ Loop 12 West,,,3875192.6159027442,-10788509.080638705
7768,SH358 (EB) @ Everhart Rd.,SH358,1,0.817,SH358 @ Bear,SH358,East,27.76451,-97.46846
7768,SH358 (EB) @ Everhart Rd.,SH358,2,0.731,SH358 @ Ayers,SH358,East,27.734735,-97.426982
7768,SH358 (EB) @ Everhart Rd.,SH358,3,0.731,SH358 @ Weber,SH358,East,27.721722,-97.399249
7768,SH358 (EB) @ Everhart Rd.,SH358,4,0.725,SH358 @ Carrol,SH358,West,27.725416,-97.40611
7768,SH358 (EB) @ Everhart Rd.,SH358,5,0.652,SH358 @ DPS,SH358,West,27.739591,-97.435091
7772,Cut-Off Rd. @ Avenue A Stacking Lanes,,1,0.627,CRP - Ferry Stacking Lanes,,,3228439.0962000005,-10805719.6305
7772,Cut-Off Rd. @ Avenue A Stacking Lanes,,2,0.526,CRP-SH361 Harbor Island Ferry Entrance Stacking Lanes,,,3229460.079599999,-10805957.6316
7772,Cut-Off Rd. @ Avenue A Stacking Lanes,,3,0.471,HTR @ East Crosstimbers,,,3481609.7004753933,-10614839.09777416
7772,Cut-Off Rd. @ Avenue A Stacking Lanes,,4,0.471,HTR @ East Crosstimbers,,,3481609.7004753933,-10614839.09777416
7772,Cut-Off Rd. @ Avenue A Stacking Lanes,,5,0.458,City of Austin Video 1,,,0,0
7773,Cotter Ave. @ Ferry Exit,,1,0.55,WPTR @ West Park TR Exit,,,3466005.5516335294,-10651952.793365654
7773,Cotter Ave. @ Ferry Exit,,2,0.55,WPTR @ Westpark Dr Exit,,,3468343.4859387865,-10627126.320528936
7773,Cotter Ave. @ Ferry Exit,,3,0.55,WPTR @ West Park TR Exit,,,3466005.5516335294,-10651952.793365654
7773,Cotter Ave. @ Ferry Exit,,4,0.55,WPTR @ Westpark Dr Exit,,,3468343.4859387865,-10627126.320528936
7773,Cotter Ave. @ Ferry Exit,,5,0.533,CRP-PA Ferry,,,3228474.4705,-10805752.8037
7859,US175 @ Woody Rd,US175,1,0.817,US175 @ Elam Rd,US175,East,32.720028,-96.694148
7859,US175 @ Woody Rd,US175,2,0.817,US175 @ Loop 12,US175,East,32.713677,-96.683644
7859,US175 @ Woody Rd,US175,3,0.793,US175 @ Stark Rd,US175,East,32.671065,-96.590906
7859,US175 @ Woody Rd,US175,4,0.75,US175 @ Haymarket,US175,East,32.694354,-96.637787
7859,US175 @ Woody Rd,US175,5,0.743,US175 @ 2nd Ave,US175,East,32.745185,-96.726501
11147,US77 @ Meadowbrook,US77,1,0.765,US-77 @ Newland North - Waco,US-77,North,31.48928,-97.122048
11147,US77 @ Meadowbrook,US77,2,0.765,US-77 @ Newland South - Waco,US-77,South,31.48928,-97.122048
11147,US77 @ Meadowbrook,US77,3,0.676,US-77 @ Newland West - Waco,US-77,West,31.48928,-97.122048
11147,US77 @ Meadowbrook,US77,4,0.669,US77 @ CR48,US77,North,27.83435,-97.63365
11147,US77 @ Meadowbrook,US77,5,0.669,US77 @ CR52,US77,North,27.847191,-97.631495
11330,Loop 322 @ B20,Loop 332,1,0.64,Loop 289 @ 50th,,,3968319.8382993485,-11347667.996088225
11330,Loop 322 @ B20,Loop 332,2,0.64,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
11330,Loop 322 @ B20,Loop 332,3,0.64,Loop 289 @ 50th,,,3968319.8382993485,-11347667.996088225
11330,Loop 322 @ B20,Loop 332,4,0.64,LP 250 at BI 20-06,,,3757033.9638190856,-11370741.632222915
11330,Loop 322 @ B20,Loop 332,5,0.64,Loop 289 @ 50th,Loop 289,East,33.548375,-101.937836
11331,Loop 322 @ SH 36,Loop 322,1,0.383,SH-36@FM-317,SH-36,North,31.129246,-97.399724
11331,Loop 322 @ SH 36,Loop 322,2,0.383,SH-36@FM-317,,,3649545.5965735973,-10842487.679085385
11331,Loop 322 @ SH 36,Loop 322,3,0.383,SH-36@FM-317,,,3649545.5965735973,-10842487.679085385
11334,FM 707 @ SH 89,FM707,1,0.667,FM-1960 @ SH-249,,,3498542.8811528715,-10636263.64697223
11334,FM 707 @ SH 89,FM707,2,0.667,FM-1960 @ SH-249,,,3498542.8811528715,-10636263.64697223
11334,FM 707 @ SH 89,FM707,3,0.667,FM-1960 @ SH-249,SH-249,North,29.96104,-95.547182
